Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Area,Country,Geographic Notes,Data Type,Type of Study,Category,Relevant,Study Description,Scientific Notes,Notes of technical interest,DatasetKey,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,"Survey Name, Program/mission, Company",Link archive,Acquisition Start Year,Acquisition End Year,Camera Calibration,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Satellite type,Camera type,Original Media,Dataset Notes,new.accuracy,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,Geometric Pre-processing,Radiometric Pre-processing,geometric_radiometric_both,Pre-processing Note,Workflow Note,Related paper,Output,Orthophoto resolution [m],DEM resolution [m],Output Notes,Accuracy Key,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] X,Ground control accuracy [m] Y,Ground control accuracy [m] Z,Ground control accuracy [m] XY,Ground control accuracy [m] XYZ,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] X,Residuals to GCPs [m] Y,Residuals to GCPs [m] Z,Residuals to GCPs [m] XY,Residuals to GCPs [m] XYZ,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] X,Residuals to CPs [m] Y,Residuals to CPs [m] Z,Residuals to CPs [m] XY,Residuals to CPs [m] XYZ,Residuals to CPs [m] avg,Comparison data,Comparison data simplified,Source comparison data,Comparison source group,Accuracy comparison data [m] X,Accuracy comparison data [m] Y,Accuracy comparison data [m] Z,Accuracy comparison data [m] XY,Accuracy comparison data [m] XYZ,Accuracy comparison [m] avg,Residuals to comparison [m] X,Residuals to comparison [m] Y,Residuals to comparison [m] Z,Residuals to comparison [m] XY,Residuals to comparison [m] XYZ,Residuals to comparison [m] avg,Comparison Metric,Post-Processing,Notes,Accuracy comparison data [m] avg
ISESFWSP,Bob,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",2021,Grottoli et al.,Structure-from-Motion-Derived Digital Surface Models from Historical Aerial Photographs: A New 3D Application for Coastal Dune Monitoring,Remote Sensing,10.3390/rs13010095,54.225544,54.253607,-5.865134,-5.832304,3.5,UK,"Dundrum Bay, Northern Ireland, UK",Aerial,Application,Geomorphology,yes,coastal dune monitoring,NA,NA,ISESFWSP.1,1.0,Aerial,UK,unclear,Ordnance Survey of Northern Ireland,NA,NA,1963.0,1963.0,computed,NA,NA,0.5,NA,1200.0,dpi,6.0,NA,NA,NA,NA,yes,SfM,Agisoft Professional,NA,yes,no,yes,masking (black border),masking (black border),NA,NA,Removed border using photoshop batch operation,NA,NA,3D (point cloud/DEM),0.5,0.5,NA,ISESFWSP.1.3,LiDAR DSM,LiDAR DSM,area-based,NA,NA,NA,NA,NA,NA,17,17.0,2.3,2.5,0.06,NA,NA,3.398,512,NA,NA,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,0.1,0.1,NA,NA,NA,NA,0.97,NA,NA,1.68,RMSE,Moderate filter + DPC cleaning (0-3 confidence values removed),NA,0.141
ISESFWSP,Bob,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",2021,Grottoli et al.,Structure-from-Motion-Derived Digital Surface Models from Historical Aerial Photographs: A New 3D Application for Coastal Dune Monitoring,Remote Sensing,10.3390/rs13010095,54.225544,54.253607,-5.865134,-5.832304,3.5,UK,"Dundrum Bay, Northern Ireland, UK",Aerial,Application,Geomorphology,yes,coastal dune monitoring,NA,NA,ISESFWSP.1,1.0,Aerial,UK,unclear,Ordnance Survey of Northern Ireland,NA,NA,1963.0,1963.0,computed,NA,NA,0.5,NA,1200.0,dpi,6.0,NA,NA,NA,NA,yes,SfM,Agisoft Professional,NA,yes,no,yes,masking (black border),masking (black border),NA,NA,Removed border using photoshop batch operation,NA,NA,3D (point cloud/DEM),0.5,0.5,NA,ISESFWSP.1.2,LiDAR DSM,LiDAR DSM,area-based,NA,NA,NA,NA,NA,NA,17,17.0,2.3,2.5,0.06,NA,NA,3.398,512,NA,NA,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,0.1,0.1,NA,NA,NA,NA,0.934,NA,NA,1.618,RMSE,Mild filter + DPC cleaning (0-3 confidence values removed),NA,0.141
ISESFWSP,Bob,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",2021,Grottoli et al.,Structure-from-Motion-Derived Digital Surface Models from Historical Aerial Photographs: A New 3D Application for Coastal Dune Monitoring,Remote Sensing,10.3390/rs13010095,54.225544,54.253607,-5.865134,-5.832304,3.5,UK,"Dundrum Bay, Northern Ireland, UK",Aerial,Application,Geomorphology,yes,coastal dune monitoring,NA,NA,ISESFWSP.1,1.0,Aerial,UK,unclear,Ordnance Survey of Northern Ireland,NA,NA,1963.0,1963.0,computed,NA,NA,0.5,NA,1200.0,dpi,6.0,NA,NA,NA,NA,yes,SfM,Agisoft Professional,NA,yes,no,yes,masking (black border),masking (black border),NA,NA,Removed border using photoshop batch operation,NA,NA,3D (point cloud/DEM),0.5,0.5,NA,ISESFWSP.1.12,LiDAR DSM,LiDAR DSM,area-based,NA,NA,NA,NA,NA,NA,17,17.0,2.3,2.5,0.06,NA,NA,3.398,512,NA,NA,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,0.1,0.1,NA,NA,NA,NA,1.121,NA,NA,1.942,RMSE,Aggressive filter + No DPC cleaning,NA,0.141
ISESFWSP,Bob,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",2021,Grottoli et al.,Structure-from-Motion-Derived Digital Surface Models from Historical Aerial Photographs: A New 3D Application for Coastal Dune Monitoring,Remote Sensing,10.3390/rs13010095,54.225544,54.253607,-5.865134,-5.832304,3.5,UK,"Dundrum Bay, Northern Ireland, UK",Aerial,Application,Geomorphology,yes,coastal dune monitoring,NA,NA,ISESFWSP.1,1.0,Aerial,UK,unclear,Ordnance Survey of Northern Ireland,NA,NA,1963.0,1963.0,computed,NA,NA,0.5,NA,1200.0,dpi,6.0,NA,NA,NA,NA,yes,SfM,Agisoft Professional,NA,yes,no,yes,masking (black border),masking (black border),NA,NA,Removed border using photoshop batch operation,NA,NA,3D (point cloud/DEM),0.5,0.5,NA,ISESFWSP.1.4,LiDAR DSM,LiDAR DSM,area-based,NA,NA,NA,NA,NA,NA,17,17.0,2.3,2.5,0.06,NA,NA,3.398,512,NA,NA,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,0.1,0.1,NA,NA,NA,NA,0.954,NA,NA,1.652,RMSE,Aggressive filter + DPC cleaning (0-3 confidence values removed),NA,0.141
ISESFWSP,Bob,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",2021,Grottoli et al.,Structure-from-Motion-Derived Digital Surface Models from Historical Aerial Photographs: A New 3D Application for Coastal Dune Monitoring,Remote Sensing,10.3390/rs13010095,54.225544,54.253607,-5.865134,-5.832304,3.5,UK,"Dundrum Bay, Northern Ireland, UK",Aerial,Application,Geomorphology,yes,coastal dune monitoring,NA,NA,ISESFWSP.1,1.0,Aerial,UK,unclear,Ordnance Survey of Northern Ireland,NA,NA,1963.0,1963.0,computed,NA,NA,0.5,NA,1200.0,dpi,6.0,NA,NA,NA,NA,yes,SfM,Agisoft Professional,NA,yes,no,yes,masking (black border),masking (black border),NA,NA,Removed border using photoshop batch operation,NA,NA,3D (point cloud/DEM),0.5,0.5,NA,ISESFWSP.1.11,LiDAR DSM,LiDAR DSM,area-based,NA,NA,NA,NA,NA,NA,17,17.0,2.3,2.5,0.06,NA,NA,3.398,512,NA,NA,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,0.1,0.1,NA,NA,NA,NA,1.053,NA,NA,1.824,RMSE,Moderate filter + No DPC cleaning,NA,0.141
ISESFWSP,Bob,"Grottoli et al. 2021, Remote Sensing (ISESFWSP)",2021,Grottoli et al.,Structure-from-Motion-Derived Digital Surface Models from Historical Aerial Photographs: A New 3D Application for Coastal Dune Monitoring,Remote Sensing,10.3390/rs13010095,54.225544,54.253607,-5.865134,-5.832304,3.5,UK,"Dundrum Bay, Northern Ireland, UK",Aerial,Application,Geomorphology,yes,coastal dune monitoring,NA,NA,ISESFWSP.1,1.0,Aerial,UK,unclear,Ordnance Survey of Northern Ireland,NA,NA,1963.0,1963.0,computed,NA,NA,0.5,NA,1200.0,dpi,6.0,NA,NA,NA,NA,yes,SfM,Agisoft Professional,NA,yes,no,yes,masking (black border),masking (black border),NA,NA,Removed border using photoshop batch operation,NA,NA,3D (point cloud/DEM),0.5,0.5,NA,ISESFWSP.1.10,LiDAR DSM,LiDAR DSM,area-based,NA,NA,NA,NA,NA,NA,17,17.0,2.3,2.5,0.06,NA,NA,3.398,512,NA,NA,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,0.1,0.1,NA,NA,NA,NA,1.167,NA,NA,2.021,RMSE,Mild filter + No DPC cleaning,NA,0.141
6J9XIMI9,Thomas,"Guerin et al. 2020, Geomorphology (6J9XIMI9)",2020,Guerin et al.,Quantifying 40 years of rockfall activity in Yosemite Valley with historical Structure-from-Motion photogrammetry and terrestrial laser scanning,Geomorphology,10.1016/j.geomorph.2020.107069,37.725352,37.752703,-119.59646,-119.645846,4.0,USA,"Yosemite Valley, CA, USA",Aerial,Application,Geomorphology,yes,rockfall activity Historical oblique photographs,NA,Georeferencing of historical helicopter oblique film photos on reference TLS meshed data,6J9XIMI9.1,1.0,Aerial,USA,unclear,NA,NA,NA,1976.0,1976.0,computed,NA,NA,NA,NA,300.0,dpi,37.0,NA,NA,NA,"""A member of Yosemite's Search & Rescue team took these photographs from a helicopter in October 1976 for the purpose of planning and executing cliff rescues""",yes,SfM+MVS,Agisoft Photoscan Professional,1.0.4,no,no,yes,"Mask scan borders, metadata and local image occlusions (helicopter blades)","masking (black borders, metadata, other)",NA,NA,"Mask scan borders, metadata and local image occlusions (helicopter blades)",Georeferencing follow custom pipeline of Guerin et al. 2017 (https://doi.org/10.5194/nhess-17-1207-2017),NA,3D (point cloud/DEM),NA,0.27,NA,6J9XIMI9.1.1,"DEM (TLS, meshed)","DEM (TLS, meshed)",area-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TLS (meshed),TLS,NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coregistration (Lidar reference), noise filtering",NA,NA
E9FLCYRK,Camillo,"Heisig and Simmen 2021, PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science (E9FLCYRK)",2021,Heisig and Simmen,Re-engineering the Past: Countrywide Geo-referencing of Archival Aerial Imagery,"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science",10.1007/s41064-021-00162-z,45.926,47.65719,5.89915,10.1062,41300.0,Switzerland,Switzerland,Aerial,Processing,Methodology,yes,Country wide (Swiss) orthorectification of historical images using aoutomatic workflow and GCPs collection,NA,Workflow and automatic detection of GCps.,E9FLCYRK.1,1.0,Aerial,Switzerland,yes,Swisstopo (Swiss Federal Office of Topography),NA,NA,1985.0,1991.0,given,4000.0,absolute,0.35,1:25600,14.0,μm,8507.0,NA,Wild RC10,NA,"Info are reported for the contry wide acquisition. floght height range up tp 7000. Scanned with Leica DSW 700 photogrammetric scanner, 8 bit radiometric resolution.. Data is GOING to be made available for free in course of opendata initiative",yes,Photogrammetric,PCI Geomatics (for orientation) + Inpho (Orthomaster),2018 SP1,yes,yes,yes,meta data file preparation,meta data preparation,NA,NA,"metadata file preparation for each image including approximate exterior orientation (projective centre coordinates in X, Y and Z), image size and focal length","Reading the metadata, interioir orientaiton (automatic detection of fiducial marks), alignment alignment process automatically identifies GCPs and TPs and filters these to user-defined error thresholds (the process required a DEM as input), TPs refinemnet, and quality check. Orthophoto generation in Inpho software. No DEM was generated but an availale country wide DEM for the orthorectification",NA,2D (orthophoto),0.5,NA,DEM was not created at country wide scale but as test in few areas,E9FLCYRK.1.1,DTM,DTM,area-based,NA,NA,0.5,NA,NA,0.866,232156,232156.0,NA,NA,0.427,0.776,NA,0.886,NA,NA,NA,1.3,1.3,NA,1.838,Orthophotos (national),Orthophotos,NA,area-based,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,RMSE,NA,"national DTM, year 2016",0.707
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.2,2.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation; National Geospatial Information;,NA,NA,1949.0,1949.0,given,NA,NA,NA,1:18000,21.0,μm,237.0,NA,NA,NA,Area (ha) 95370,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.2.3,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,40,40.0,NA,NA,NA,2.1,NA,2.97,18,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,10.041,RMSE,NA,c0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.3,3.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation; National Geospatial Information;,NA,NA,1971.0,1971.0,given,NA,NA,NA,1:40000,21.0,μm,38.0,NA,NA,NA,Area (ha) 116652,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.3.5,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,30,30.0,NA,NA,NA,3.1,NA,4.384,15,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0,NA,33.941,RMSE,NA,no-auto0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.2,2.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation; National Geospatial Information;,NA,NA,1949.0,1949.0,given,NA,NA,NA,1:18000,21.0,μm,237.0,NA,NA,NA,Area (ha) 95370,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.2.1,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,40,40.0,NA,NA,NA,3.7,NA,5.233,18,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,14.142,RMSE,NA,std0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.3,3.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation; National Geospatial Information;,NA,NA,1971.0,1971.0,given,NA,NA,NA,1:40000,21.0,μm,38.0,NA,NA,NA,Area (ha) 116652,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.3.4,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,9,9.0,NA,NA,NA,0.1,NA,0.141,15,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,44.972,RMSE,NA,cb0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.1,1.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation;  National Geospatial Information;,NA,NA,1948.0,1948.0,given,NA,NA,NA,1:30000,21.0,μm,12.0,NA,NA,NA,Image size 230x230 mm; Area  (ha) 33155,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.1.8,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,9,9.0,NA,NA,NA,8.8,NA,12.445,6,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0,NA,18.385,RMSE,NA,cb2-5,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.1,1.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation;  National Geospatial Information;,NA,NA,1948.0,1948.0,given,NA,NA,NA,1:30000,21.0,μm,12.0,NA,NA,NA,Image size 230x230 mm; Area  (ha) 33155,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.1.1,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,9,9.0,NA,NA,NA,1.8,NA,2.546,6,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,14.566,RMSE,NA,std0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.3,3.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation; National Geospatial Information;,NA,NA,1971.0,1971.0,given,NA,NA,NA,1:40000,21.0,μm,38.0,NA,NA,NA,Area (ha) 116652,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.3.3,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,30,30.0,NA,NA,NA,1.4,NA,1.98,15,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,30.83,RMSE,NA,c0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.3,3.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation; National Geospatial Information;,NA,NA,1971.0,1971.0,given,NA,NA,NA,1:40000,21.0,μm,38.0,NA,NA,NA,Area (ha) 116652,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.3.2,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,3,3.0,NA,NA,NA,0.1,NA,0.141,15,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5,NA,99.702,RMSE,NA,b0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.1,1.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation;  National Geospatial Information;,NA,NA,1948.0,1948.0,given,NA,NA,NA,1:30000,21.0,μm,12.0,NA,NA,NA,Image size 230x230 mm; Area  (ha) 33155,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.1.2,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,6,6.0,NA,NA,NA,0.5,NA,0.707,6,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,28.991,RMSE,NA,b0.1,NA
PJ3SVQP3,Livia,"Holden and Smit 2019, South African Journal of Geomatics (PJ3SVQP3)",2019,Holden and Smit,Accuracy of automatic aerial triangulation with bundle block adjustment on large historical image blocks in mountainous terrain,South African Journal of Geomatics,10.4314/sajg.v8i1.2,-33.7797,-32.6499,19.0056,19.3611,1568.0,Africa,"Groot Winterhoek Mountains, South Africa",Aerial,Processing,Methodology,yes,Accuracy of automatic aerial triangulation with bundle block adjustment,NA,testing different processing methods within Inpho software,PJ3SVQP3.2,2.0,Aerial,South Africa,unclear,South Africa’s national mapping organisation; National Geospatial Information;,NA,NA,1949.0,1949.0,given,NA,NA,NA,1:18000,21.0,μm,237.0,NA,NA,NA,Area (ha) 95370,yes,Photogrammetric,Inpho (MATCH-AT and OrthoMaster),NA,yes,yes,yes,"manual IOP, warping","manual IOP, warping",NA,NA,warped images necessitated manual interior orientation,"Test 8 processing parameters (bllunder removal, automatic point deteciton, self calibraiton etc). General Workflow: 1) input historical Imgs, calibraiton protocol, DEM (25 m) and curret orthophoto; 2)aerial triangulation with tie points extraciton (automatci and manual), bundle block adjustment and GCPs; 3) orthorectification using availbale DEM;",NA,2D (orthophoto),NA,NA,NA,PJ3SVQP3.2.2,Orthoimages,DSM,area-based,NA,NA,5.0,2.0,NA,5.385,13,13.0,NA,NA,NA,0.7,NA,0.99,18,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,19.233,RMSE,NA,b0.1,NA
